10,8,9,21,1,0,8,19,2,5,10,6,15,21,20,0
8,9,21,1,0,8,19,2,5,10,6,15,21,20,0,7
9,21,1,0,8,19,2,5,10,6,15,21,20,0,7,13
21,1,0,8,19,2,5,10,6,15,21,20,0,7,13,16
1,0,8,19,2,5,10,6,15,21,20,0,7,13,16,24
0,8,19,2,5,10,6,15,21,20,0,7,13,16,24,0
8,19,2,5,10,6,15,21,20,0,7,13,16,24,0,3
19,2,5,10,6,15,21,20,0,7,13,16,24,0,3,2
2,5,10,6,15,21,20,0,7,13,16,24,0,3,2,4
5,10,6,15,21,20,0,7,13,16,24,0,3,2,4,12
10,6,15,21,20,0,7,13,16,24,0,3,2,4,12,24
6,15,21,20,0,7,13,16,24,0,3,2,4,12,24,2
15,21,20,0,7,13,16,24,0,3,2,4,12,24,2,19
21,20,0,7,13,16,24,0,3,2,4,12,24,2,19,5
20,0,7,13,16,24,0,3,2,4,12,24,2,19,5,0
0,7,13,16,24,0,3,2,4,12,24,2,19,5,0,21
7,13,16,24,0,3,2,4,12,24,2,19,5,0,21,9
13,16,24,0,3,2,4,12,24,2,19,5,0,21,9,19
16,24,0,3,2,4,12,24,2,19,5,0,21,9,19,16
24,0,3,2,4,12,24,2,19,5,0,21,9,19,16,22
0,3,2,4,12,24,2,19,5,0,21,9,19,16,22,8
3,2,4,12,24,2,19,5,0,21,9,19,16,22,8,9
2,4,12,24,2,19,5,0,21,9,19,16,22,8,9,0
4,12,24,2,19,5,0,21,9,19,16,22,8,9,0,21
12,24,2,19,5,0,21,9,19,16,22,8,9,0,21,9
24,2,19,5,0,21,9,19,16,22,8,9,0,21,9,6
2,19,5,0,21,9,19,16,22,8,9,0,21,9,6,0
19,5,0,21,9,19,16,22,8,9,0,21,9,6,0,8
5,0,21,9,19,16,22,8,9,0,21,9,6,0,8,19
0,21,9,19,16,22,8,9,0,21,9,6,0,8,19,2
21,9,19,16,22,8,9,0,21,9,6,0,8,19,2,17
9,19,16,22,8,9,0,21,9,6,0,8,19,2,17,9
19,16,22,8,9,0,21,9,6,0,8,19,2,17,9,1
16,22,8,9,0,21,9,6,0,8,19,2,17,9,1,0
22,8,9,0,21,9,6,0,8,19,2,17,9,1,0,2
8,9,0,21,9,6,0,8,19,2,17,9,1,0,2,21
9,0,21,9,6,0,8,19,2,17,9,1,0,2,21,21
0,21,9,6,0,8,19,2,17,9,1,0,2,21,21,6
21,9,6,0,8,19,2,17,9,1,0,2,21,21,6,15
9,6,0,8,19,2,17,9,1,0,2,21,21,6,15,21
6,0,8,19,2,17,9,1,0,2,21,21,6,15,21,10
0,8,19,2,17,9,1,0,2,21,21,6,15,21,10,16
8,19,2,17,9,1,0,2,21,21,6,15,21,10,16,15
19,2,17,9,1,0,2,21,21,6,15,21,10,16,15,0
2,17,9,1,0,2,21,21,6,15,21,10,16,15,0,13
17,9,1,0,2,21,21,6,15,21,10,16,15,0,13,6
9,1,0,2,21,21,6,15,21,10,16,15,0,13,6,2
1,0,2,21,21,6,15,21,10,16,15,0,13,6,2,19
0,2,21,21,6,15,21,10,16,15,0,13,6,2,19,15
2,21,21,6,15,21,10,16,15,0,13,6,2,19,15,20
21,21,6,15,21,10,16,15,0,13,6,2,19,15,20,0
21,6,15,21,10,16,15,0,13,6,2,19,15,20,0,24
6,15,21,10,16,15,0,13,6,2,19,15,20,0,24,9
15,21,10,16,15,0,13,6,2,19,15,20,0,24,9,2
21,10,16,15,0,13,6,2,19,15,20,0,24,9,2,21
10,16,15,0,13,6,2,19,15,20,0,24,9,2,21,0
16,15,0,13,6,2,19,15,20,0,24,9,2,21,0,14
15,0,13,6,2,19,15,20,0,24,9,2,21,0,14,2
0,13,6,2,19,15,20,0,24,9,2,21,0,14,2,21
13,6,2,19,15,20,0,24,9,2,21,0,14,2,21,21
6,2,19,15,20,0,24,9,2,21,0,14,2,21,21,6
2,19,15,20,0,24,9,2,21,0,14,2,21,21,6,19
19,15,20,0,24,9,2,21,0,14,2,21,21,6,19,20
15,20,0,24,9,2,21,0,14,2,21,21,6,19,20,0
20,0,24,9,2,21,0,14,2,21,21,6,19,20,0,14
0,24,9,2,21,0,14,2,21,21,6,19,20,0,14,16
24,9,2,21,0,14,2,21,21,6,19,20,0,14,16,20
9,2,21,0,14,2,21,21,6,19,20,0,14,16,20,21
2,21,0,14,2,21,21,6,19,20,0,14,16,20,21,1
21,0,14,2,21,21,6,19,20,0,14,16,20,21,1,0
0,14,2,21,21,6,19,20,0,14,16,20,21,1,0,21
14,2,21,21,6,19,20,0,14,16,20,21,1,0,21,9
2,21,21,6,19,20,0,14,16,20,21,1,0,21,9,6
21,21,6,19,20,0,14,16,20,21,1,0,21,9,6,0
21,6,19,20,0,14,16,20,21,1,0,21,9,6,0,18
6,19,20,0,14,16,20,21,1,0,21,9,6,0,18,22
19,20,0,14,16,20,21,1,0,21,9,6,0,18,22,10
20,0,14,16,20,21,1,0,21,9,6,0,18,22,10,4
0,14,16,20,21,1,0,21,9,6,0,18,22,10,4,12
14,16,20,21,1,0,21,9,6,0,18,22,10,4,12,0
16,20,21,1,0,21,9,6,0,18,22,10,4,12,0,3
20,21,1,0,21,9,6,0,18,22,10,4,12,0,3,19
21,1,0,21,9,6,0,18,22,10,4,12,0,3,19,16
1,0,21,9,6,0,18,22,10,4,12,0,3,19,16,24
0,21,9,6,0,18,22,10,4,12,0,3,19,16,24,15
21,9,6,0,18,22,10,4,12,0,3,19,16,24,15,0
9,6,0,18,22,10,4,12,0,3,19,16,24,15,0,7
6,0,18,22,10,4,12,0,3,19,16,24,15,0,7,16
0,18,22,10,4,12,0,3,19,16,24,15,0,7,16,25
18,22,10,4,12,0,3,19,16,24,15,0,7,16,25,0
22,10,4,12,0,3,19,16,24,15,0,7,16,25,0,11
10,4,12,0,3,19,16,24,15,0,7,16,25,0,11,22
4,12,0,3,19,16,24,15,0,7,16,25,0,11,22,14
12,0,3,19,16,24,15,0,7,16,25,0,11,22,14,17
0,3,19,16,24,15,0,7,16,25,0,11,22,14,17,20
3,19,16,24,15,0,7,16,25,0,11,22,14,17,20,0
19,16,24,15,0,7,16,25,0,11,22,14,17,20,0,16
16,24,15,0,7,16,25,0,11,22,14,17,20,0,16,23
24,15,0,7,16,25,0,11,22,14,17,20,0,16,23,6
15,0,7,16,25,0,11,22,14,17,20,0,16,23,6,19
0,7,16,25,0,11,22,14,17,20,0,16,23,6,19,0
7,16,25,0,11,22,14,17,20,0,16,23,6,19,0,21
16,25,0,11,22,14,17,20,0,16,23,6,19,0,21,9
25,0,11,22,14,17,20,0,16,23,6,19,0,21,9,6
0,11,22,14,17,20,0,16,23,6,19,0,21,9,6,0
11,22,14,17,20,0,16,23,6,19,0,21,9,6,0,13
22,14,17,20,0,16,23,6,19,0,21,9,6,0,13,2
14,17,20,0,16,23,6,19,0,21,9,6,0,13,2,27
17,20,0,16,23,6,19,0,21,9,6,0,13,2,27,26
20,0,16,23,6,19,0,21,9,6,0,13,2,27,26,0
0,16,23,6,19,0,21,9,6,0,13,2,27,26,0,5
16,23,6,19,0,21,9,6,0,13,2,27,26,0,5,16
23,6,19,0,21,9,6,0,13,2,27,26,0,5,16,8
6,19,0,21,9,6,0,13,2,27,26,0,5,16,8,1
19,0,21,9,6,0,13,2,27,26,0,5,16,8,1,0
0,21,9,6,0,13,2,27,26,0,5,16,8,1,0,5
21,9,6,0,13,2,27,26,0,5,16,8,1,0,5,19
9,6,0,13,2,27,26,0,5,16,8,1,0,5,19,6
6,0,13,2,27,26,0,5,16,8,1,0,5,19,6,2
0,13,2,27,26,0,5,16,8,1,0,5,19,6,2,14
13,2,27,26,0,5,16,8,1,0,5,19,6,2,14,0
2,27,26,0,5,16,8,1,0,5,19,6,2,14,0,4
27,26,0,5,16,8,1,0,5,19,6,2,14,0,4,16
26,0,5,16,8,1,0,5,19,6,2,14,0,4,16,14
0,5,16,8,1,0,5,19,6,2,14,0,4,16,14,17
5,16,8,1,0,5,19,6,2,14,0,4,16,14,17,10
16,8,1,0,5,19,6,2,14,0,4,16,14,17,10,13
8,1,0,5,19,6,2,14,0,4,16,14,17,10,13,6
1,0,5,19,6,2,14,0,4,16,14,17,10,13,6,20
0,5,19,6,2,14,0,4,16,14,17,10,13,6,20,0
5,19,6,2,14,0,4,16,14,17,10,13,6,20,0,21
19,6,2,14,0,4,16,14,17,10,13,6,20,0,21,6
6,2,14,0,4,16,14,17,10,13,6,20,0,21,6,15
2,14,0,4,16,14,17,10,13,6,20,0,21,6,15,20
14,0,4,16,14,17,10,13,6,20,0,21,6,15,20,16
0,4,16,14,17,10,13,6,20,0,21,6,15,20,16,19
4,16,14,17,10,13,6,20,0,21,6,15,20,16,19,20
16,14,17,10,13,6,20,0,21,6,15,20,16,19,20,0
14,17,10,13,6,20,0,21,6,15,20,16,19,20,0,10
17,10,13,6,20,0,21,6,15,20,16,19,20,0,10,15
10,13,6,20,0,21,6,15,20,16,19,20,0,10,15,21
13,6,20,0,21,6,15,20,16,19,20,0,10,15,21,16
6,20,0,21,6,15,20,16,19,20,0,10,15,21,16,0
20,0,21,6,15,20,16,19,20,0,10,15,21,16,0,13
0,21,6,15,20,16,19,20,0,10,15,21,16,0,13,10
21,6,15,20,16,19,20,0,10,15,21,16,0,13,10,8
6,15,20,16,19,20,0,10,15,21,16,0,13,10,8,9
15,20,16,19,20,0,10,15,21,16,0,13,10,8,9,21
20,16,19,20,0,10,15,21,16,0,13,10,8,9,21,1
16,19,20,0,10,15,21,16,0,13,10,8,9,21,1,0
19,20,0,10,15,21,16,0,13,10,8,9,21,1,0,8
20,0,10,15,21,16,0,13,10,8,9,21,1,0,8,19
0,10,15,21,16,0,13,10,8,9,21,1,0,8,19,2
10,15,21,16,0,13,10,8,9,21,1,0,8,19,2,5
15,21,16,0,13,10,8,9,21,1,0,8,19,2,5,10
21,16,0,13,10,8,9,21,1,0,8,19,2,5,10,6
16,0,13,10,8,9,21,1,0,8,19,2,5,10,6,15
0,13,10,8,9,21,1,0,8,19,2,5,10,6,15,21
13,10,8,9,21,1,0,8,19,2,5,10,6,15,21,20
10,8,9,21,1,0,8,19,2,5,10,6,15,21,20,0
8,9,21,1,0,8,19,2,5,10,6,15,21,20,0,7
9,21,1,0,8,19,2,5,10,6,15,21,20,0,7,13
21,1,0,8,19,2,5,10,6,15,21,20,0,7,13,16
1,0,8,19,2,5,10,6,15,21,20,0,7,13,16,24
0,8,19,2,5,10,6,15,21,20,0,7,13,16,24,0
8,19,2,5,10,6,15,21,20,0,7,13,16,24,0,3
19,2,5,10,6,15,21,20,0,7,13,16,24,0,3,2
2,5,10,6,15,21,20,0,7,13,16,24,0,3,2,4
5,10,6,15,21,20,0,7,13,16,24,0,3,2,4,12
10,6,15,21,20,0,7,13,16,24,0,3,2,4,12,24
6,15,21,20,0,7,13,16,24,0,3,2,4,12,24,2
15,21,20,0,7,13,16,24,0,3,2,4,12,24,2,19
21,20,0,7,13,16,24,0,3,2,4,12,24,2,19,5
20,0,7,13,16,24,0,3,2,4,12,24,2,19,5,0
0,7,13,16,24,0,3,2,4,12,24,2,19,5,0,21
7,13,16,24,0,3,2,4,12,24,2,19,5,0,21,9
13,16,24,0,3,2,4,12,24,2,19,5,0,21,9,19
16,24,0,3,2,4,12,24,2,19,5,0,21,9,19,16
24,0,3,2,4,12,24,2,19,5,0,21,9,19,16,22
0,3,2,4,12,24,2,19,5,0,21,9,19,16,22,8
3,2,4,12,24,2,19,5,0,21,9,19,16,22,8,9
2,4,12,24,2,19,5,0,21,9,19,16,22,8,9,0
4,12,24,2,19,5,0,21,9,19,16,22,8,9,0,21
12,24,2,19,5,0,21,9,19,16,22,8,9,0,21,9
24,2,19,5,0,21,9,19,16,22,8,9,0,21,9,6
2,19,5,0,21,9,19,16,22,8,9,0,21,9,6,0
19,5,0,21,9,19,16,22,8,9,0,21,9,6,0,8
5,0,21,9,19,16,22,8,9,0,21,9,6,0,8,19
0,21,9,19,16,22,8,9,0,21,9,6,0,8,19,2
21,9,19,16,22,8,9,0,21,9,6,0,8,19,2,17
9,19,16,22,8,9,0,21,9,6,0,8,19,2,17,9
19,16,22,8,9,0,21,9,6,0,8,19,2,17,9,1
16,22,8,9,0,21,9,6,0,8,19,2,17,9,1,0
22,8,9,0,21,9,6,0,8,19,2,17,9,1,0,2
8,9,0,21,9,6,0,8,19,2,17,9,1,0,2,21
9,0,21,9,6,0,8,19,2,17,9,1,0,2,21,21
0,21,9,6,0,8,19,2,17,9,1,0,2,21,21,6
21,9,6,0,8,19,2,17,9,1,0,2,21,21,6,15
9,6,0,8,19,2,17,9,1,0,2,21,21,6,15,21
6,0,8,19,2,17,9,1,0,2,21,21,6,15,21,10
0,8,19,2,17,9,1,0,2,21,21,6,15,21,10,16
8,19,2,17,9,1,0,2,21,21,6,15,21,10,16,15
19,2,17,9,1,0,2,21,21,6,15,21,10,16,15,0
2,17,9,1,0,2,21,21,6,15,21,10,16,15,0,13
17,9,1,0,2,21,21,6,15,21,10,16,15,0,13,6
9,1,0,2,21,21,6,15,21,10,16,15,0,13,6,2
1,0,2,21,21,6,15,21,10,16,15,0,13,6,2,19
0,2,21,21,6,15,21,10,16,15,0,13,6,2,19,15
2,21,21,6,15,21,10,16,15,0,13,6,2,19,15,20
21,21,6,15,21,10,16,15,0,13,6,2,19,15,20,0
21,6,15,21,10,16,15,0,13,6,2,19,15,20,0,24
6,15,21,10,16,15,0,13,6,2,19,15,20,0,24,9
15,21,10,16,15,0,13,6,2,19,15,20,0,24,9,2
21,10,16,15,0,13,6,2,19,15,20,0,24,9,2,21
10,16,15,0,13,6,2,19,15,20,0,24,9,2,21,0
16,15,0,13,6,2,19,15,20,0,24,9,2,21,0,14
15,0,13,6,2,19,15,20,0,24,9,2,21,0,14,2
0,13,6,2,19,15,20,0,24,9,2,21,0,14,2,21
13,6,2,19,15,20,0,24,9,2,21,0,14,2,21,21
6,2,19,15,20,0,24,9,2,21,0,14,2,21,21,6
2,19,15,20,0,24,9,2,21,0,14,2,21,21,6,19
19,15,20,0,24,9,2,21,0,14,2,21,21,6,19,20
15,20,0,24,9,2,21,0,14,2,21,21,6,19,20,0
20,0,24,9,2,21,0,14,2,21,21,6,19,20,0,14
0,24,9,2,21,0,14,2,21,21,6,19,20,0,14,16
24,9,2,21,0,14,2,21,21,6,19,20,0,14,16,20
9,2,21,0,14,2,21,21,6,19,20,0,14,16,20,21
2,21,0,14,2,21,21,6,19,20,0,14,16,20,21,1
21,0,14,2,21,21,6,19,20,0,14,16,20,21,1,0
0,14,2,21,21,6,19,20,0,14,16,20,21,1,0,21
14,2,21,21,6,19,20,0,14,16,20,21,1,0,21,9
2,21,21,6,19,20,0,14,16,20,21,1,0,21,9,6
21,21,6,19,20,0,14,16,20,21,1,0,21,9,6,0
21,6,19,20,0,14,16,20,21,1,0,21,9,6,0,18
6,19,20,0,14,16,20,21,1,0,21,9,6,0,18,22
19,20,0,14,16,20,21,1,0,21,9,6,0,18,22,10
20,0,14,16,20,21,1,0,21,9,6,0,18,22,10,4
0,14,16,20,21,1,0,21,9,6,0,18,22,10,4,12
14,16,20,21,1,0,21,9,6,0,18,22,10,4,12,0
16,20,21,1,0,21,9,6,0,18,22,10,4,12,0,3
20,21,1,0,21,9,6,0,18,22,10,4,12,0,3,19
21,1,0,21,9,6,0,18,22,10,4,12,0,3,19,16
1,0,21,9,6,0,18,22,10,4,12,0,3,19,16,24
0,21,9,6,0,18,22,10,4,12,0,3,19,16,24,15
21,9,6,0,18,22,10,4,12,0,3,19,16,24,15,0
9,6,0,18,22,10,4,12,0,3,19,16,24,15,0,7
6,0,18,22,10,4,12,0,3,19,16,24,15,0,7,16
0,18,22,10,4,12,0,3,19,16,24,15,0,7,16,25
18,22,10,4,12,0,3,19,16,24,15,0,7,16,25,0
22,10,4,12,0,3,19,16,24,15,0,7,16,25,0,11
10,4,12,0,3,19,16,24,15,0,7,16,25,0,11,22
4,12,0,3,19,16,24,15,0,7,16,25,0,11,22,14
12,0,3,19,16,24,15,0,7,16,25,0,11,22,14,17
0,3,19,16,24,15,0,7,16,25,0,11,22,14,17,20
3,19,16,24,15,0,7,16,25,0,11,22,14,17,20,0
19,16,24,15,0,7,16,25,0,11,22,14,17,20,0,16
16,24,15,0,7,16,25,0,11,22,14,17,20,0,16,23
24,15,0,7,16,25,0,11,22,14,17,20,0,16,23,6
15,0,7,16,25,0,11,22,14,17,20,0,16,23,6,19
0,7,16,25,0,11,22,14,17,20,0,16,23,6,19,0
7,16,25,0,11,22,14,17,20,0,16,23,6,19,0,21
16,25,0,11,22,14,17,20,0,16,23,6,19,0,21,9
25,0,11,22,14,17,20,0,16,23,6,19,0,21,9,6
0,11,22,14,17,20,0,16,23,6,19,0,21,9,6,0
11,22,14,17,20,0,16,23,6,19,0,21,9,6,0,13
22,14,17,20,0,16,23,6,19,0,21,9,6,0,13,2
14,17,20,0,16,23,6,19,0,21,9,6,0,13,2,27
17,20,0,16,23,6,19,0,21,9,6,0,13,2,27,26
20,0,16,23,6,19,0,21,9,6,0,13,2,27,26,0
0,16,23,6,19,0,21,9,6,0,13,2,27,26,0,5
16,23,6,19,0,21,9,6,0,13,2,27,26,0,5,16
23,6,19,0,21,9,6,0,13,2,27,26,0,5,16,8
6,19,0,21,9,6,0,13,2,27,26,0,5,16,8,1
19,0,21,9,6,0,13,2,27,26,0,5,16,8,1,0
0,21,9,6,0,13,2,27,26,0,5,16,8,1,0,5
21,9,6,0,13,2,27,26,0,5,16,8,1,0,5,19
9,6,0,13,2,27,26,0,5,16,8,1,0,5,19,6
6,0,13,2,27,26,0,5,16,8,1,0,5,19,6,2
0,13,2,27,26,0,5,16,8,1,0,5,19,6,2,14
13,2,27,26,0,5,16,8,1,0,5,19,6,2,14,0
2,27,26,0,5,16,8,1,0,5,19,6,2,14,0,4
27,26,0,5,16,8,1,0,5,19,6,2,14,0,4,16
26,0,5,16,8,1,0,5,19,6,2,14,0,4,16,14
0,5,16,8,1,0,5,19,6,2,14,0,4,16,14,17
5,16,8,1,0,5,19,6,2,14,0,4,16,14,17,10
16,8,1,0,5,19,6,2,14,0,4,16,14,17,10,13
8,1,0,5,19,6,2,14,0,4,16,14,17,10,13,6
1,0,5,19,6,2,14,0,4,16,14,17,10,13,6,20
0,5,19,6,2,14,0,4,16,14,17,10,13,6,20,0
5,19,6,2,14,0,4,16,14,17,10,13,6,20,0,21
19,6,2,14,0,4,16,14,17,10,13,6,20,0,21,6
6,2,14,0,4,16,14,17,10,13,6,20,0,21,6,15
2,14,0,4,16,14,17,10,13,6,20,0,21,6,15,20
14,0,4,16,14,17,10,13,6,20,0,21,6,15,20,16
0,4,16,14,17,10,13,6,20,0,21,6,15,20,16,19
4,16,14,17,10,13,6,20,0,21,6,15,20,16,19,20
16,14,17,10,13,6,20,0,21,6,15,20,16,19,20,0
14,17,10,13,6,20,0,21,6,15,20,16,19,20,0,10
17,10,13,6,20,0,21,6,15,20,16,19,20,0,10,15
10,13,6,20,0,21,6,15,20,16,19,20,0,10,15,21
13,6,20,0,21,6,15,20,16,19,20,0,10,15,21,16
6,20,0,21,6,15,20,16,19,20,0,10,15,21,16,0
20,0,21,6,15,20,16,19,20,0,10,15,21,16,0,13
0,21,6,15,20,16,19,20,0,10,15,21,16,0,13,10
21,6,15,20,16,19,20,0,10,15,21,16,0,13,10,8
6,15,20,16,19,20,0,10,15,21,16,0,13,10,8,9
15,20,16,19,20,0,10,15,21,16,0,13,10,8,9,21
20,16,19,20,0,10,15,21,16,0,13,10,8,9,21,1
16,19,20,0,10,15,21,16,0,13,10,8,9,21,1,0
19,20,0,10,15,21,16,0,13,10,8,9,21,1,0,8
20,0,10,15,21,16,0,13,10,8,9,21,1,0,8,19
0,10,15,21,16,0,13,10,8,9,21,1,0,8,19,2
10,15,21,16,0,13,10,8,9,21,1,0,8,19,2,5
15,21,16,0,13,10,8,9,21,1,0,8,19,2,5,10
21,16,0,13,10,8,9,21,1,0,8,19,2,5,10,6
16,0,13,10,8,9,21,1,0,8,19,2,5,10,6,15
0,13,10,8,9,21,1,0,8,19,2,5,10,6,15,21
13,10,8,9,21,1,0,8,19,2,5,10,6,15,21,20
10,8,9,21,1,0,8,19,2,5,10,6,15,21,20,0
8,9,21,1,0,8,19,2,5,10,6,15,21,20,0,7
9,21,1,0,8,19,2,5,10,6,15,21,20,0,7,13
21,1,0,8,19,2,5,10,6,15,21,20,0,7,13,16
1,0,8,19,2,5,10,6,15,21,20,0,7,13,16,24
0,8,19,2,5,10,6,15,21,20,0,7,13,16,24,0
8,19,2,5,10,6,15,21,20,0,7,13,16,24,0,3
19,2,5,10,6,15,21,20,0,7,13,16,24,0,3,2
2,5,10,6,15,21,20,0,7,13,16,24,0,3,2,4
5,10,6,15,21,20,0,7,13,16,24,0,3,2,4,12
10,6,15,21,20,0,7,13,16,24,0,3,2,4,12,24
6,15,21,20,0,7,13,16,24,0,3,2,4,12,24,2
15,21,20,0,7,13,16,24,0,3,2,4,12,24,2,19
21,20,0,7,13,16,24,0,3,2,4,12,24,2,19,5
20,0,7,13,16,24,0,3,2,4,12,24,2,19,5,0
0,7,13,16,24,0,3,2,4,12,24,2,19,5,0,21
7,13,16,24,0,3,2,4,12,24,2,19,5,0,21,9
13,16,24,0,3,2,4,12,24,2,19,5,0,21,9,19
16,24,0,3,2,4,12,24,2,19,5,0,21,9,19,16
24,0,3,2,4,12,24,2,19,5,0,21,9,19,16,22
0,3,2,4,12,24,2,19,5,0,21,9,19,16,22,8
3,2,4,12,24,2,19,5,0,21,9,19,16,22,8,9
2,4,12,24,2,19,5,0,21,9,19,16,22,8,9,0
4,12,24,2,19,5,0,21,9,19,16,22,8,9,0,21
12,24,2,19,5,0,21,9,19,16,22,8,9,0,21,9
24,2,19,5,0,21,9,19,16,22,8,9,0,21,9,6
2,19,5,0,21,9,19,16,22,8,9,0,21,9,6,0
19,5,0,21,9,19,16,22,8,9,0,21,9,6,0,8
5,0,21,9,19,16,22,8,9,0,21,9,6,0,8,19
0,21,9,19,16,22,8,9,0,21,9,6,0,8,19,2
21,9,19,16,22,8,9,0,21,9,6,0,8,19,2,17
9,19,16,22,8,9,0,21,9,6,0,8,19,2,17,9
19,16,22,8,9,0,21,9,6,0,8,19,2,17,9,1
16,22,8,9,0,21,9,6,0,8,19,2,17,9,1,0
22,8,9,0,21,9,6,0,8,19,2,17,9,1,0,2
8,9,0,21,9,6,0,8,19,2,17,9,1,0,2,21
9,0,21,9,6,0,8,19,2,17,9,1,0,2,21,21
0,21,9,6,0,8,19,2,17,9,1,0,2,21,21,6
21,9,6,0,8,19,2,17,9,1,0,2,21,21,6,15
9,6,0,8,19,2,17,9,1,0,2,21,21,6,15,21
6,0,8,19,2,17,9,1,0,2,21,21,6,15,21,10
0,8,19,2,17,9,1,0,2,21,21,6,15,21,10,16
8,19,2,17,9,1,0,2,21,21,6,15,21,10,16,15
19,2,17,9,1,0,2,21,21,6,15,21,10,16,15,0
2,17,9,1,0,2,21,21,6,15,21,10,16,15,0,13
